timestamp,sensor_1,sensor_2
1700079363.659,43.95,18.24
1700079363.731011,42.50,16.70
1700079363.8031814,46.33,17.61
1700079363.8758342,43.86,17.19
1700079363.9468508,46.93,16.60
1700079364.019852,46.22,19.68
1700079364.0913942,43.78,18.80
1700079364.1629593,45.58,17.81
1700079364.2349687,45.17,19.71
1700079364.307532,44.50,18.70
1700079364.3795629,46.87,18.87
1700079364.4511094,43.53,19.41
1700079364.5231657,43.08,17.19
1700079364.5946593,44.66,16.47
1700079364.6671965,43.66,15.95
1700079364.7387364,43.37,16.81
1700079364.8112655,44.81,17.56
1700079364.882808,44.99,17.87
1700079364.9551196,44.59,17.04
1700079365.027171,52.61,17.56
1700079365.0986543,46.76,17.66
1700079365.1711917,42.54,16.37
1700079365.2437613,42.60,17.59
1700079365.3147633,44.02,15.57
1700079365.3872964,42.63,19.04
1700079365.4591603,44.18,16.26
1700079365.53126,43.38,19.50
1700079365.602771,41.87,17.77
1700079365.6752963,43.71,20.84
1700079365.7468343,41.90,33.17
1700079365.819491,45.27,18.29
1700079365.89196,42.54,20.94
1700079365.9625392,42.68,19.12
1700079366.0345833,43.82,20.75
1700079366.1068158,43.12,18.82
1700079366.179348,44.02,17.17
1700079366.250926,44.28,17.67
1700079366.322888,44.87,18.46
1700079366.3952172,44.53,14.82
1700079366.467278,43.74,19.34
1700079366.5392938,46.20,18.21
1700079366.6108208,42.72,20.31
1700079366.6823652,47.53,18.10
1700079366.754917,43.86,16.05
1700079366.8276255,42.61,16.03
1700079366.8986902,44.65,16.33
1700079366.9712543,41.73,18.17
1700079367.0427883,47.26,14.14
1700079367.1147745,40.36,17.02
1700079367.1873803,45.73,17.32
1700079367.2589278,45.78,19.37
1700079367.3309317,42.52,22.24
1700079367.403279,46.56,16.56
1700079367.4754548,44.32,15.59
1700079367.5464659,43.30,16.08
1700079367.6185064,43.76,18.67
1700079367.6911268,41.55,18.95
1700079367.7635958,48.26,21.30
1700079367.8346066,42.83,21.00
1700079367.9071841,46.11,18.13
1700079367.9787958,42.92,15.53
1700079368.0513377,43.55,17.22
1700079368.1233318,44.28,19.17
1700079368.1948755,41.25,15.37
1700079368.266463,40.30,17.49
1700079368.3394666,43.74,14.75
1700079368.4120162,45.13,17.10
1700079368.4825668,48.70,16.84
1700079368.555096,41.90,17.22
1700079368.6190417,41.62,15.69
1700079368.6985447,43.16,18.38
1700079368.7710764,42.93,16.11
